city,o,d,planned_length_m,actual_length_m,length_delta_m,length_delta_pct,planned_friction_cost,actual_friction_cost,friction_savings_pct,overlap_pct,diverges_completely,planned_n_edges,actual_n_edges,great_circle_m,circuity
Matosinhos,1801521877,5332114757,2807.471483361909,2896.0817120700763,88.61022870816714,3.1562289851670227,4211.729750596002,4158.4646157530915,1.2646854854676575,63.265306122448976,False,50,49,2107.7801671855514,1.373996091792209
Matosinhos,1438384577,4606537909,3828.012711708837,3843.1343391911832,15.121627482346412,0.39502552946319947,5080.715284341617,4891.1845731086305,3.730394258011385,73.46938775510205,False,49,52,2913.621707214887,1.31902310093125
Matosinhos,12681482044,10254084158,3831.138565929498,3992.2317504531984,161.09318452370053,4.204838372496106,4832.8770750930435,4617.131654257811,4.464119767231598,23.484848484848484,False,132,139,3168.2122621381754,1.260089735199404
Matosinhos,7892984359,10630219895,2129.1809936148666,2246.2420013546844,117.0610077398178,5.497935971195889,3002.441164466777,2752.4231947456383,8.327156337984098,18.29268292682927,False,90,82,1808.8940068274264,1.2417764627869554
Matosinhos,11407306813,2740169080,8507.262361491952,8993.105792428949,485.8434309369968,5.710925680817872,12792.095924235928,11963.201241693672,6.4797409857741135,31.818181818181817,False,176,200,7447.113762044695,1.2075961345271276
Matosinhos,11769631000,3230560351,7020.153506564555,7122.236107479723,102.08260091516786,1.45413630655954,9816.15997723399,9612.745253373245,2.072243365353792,81.31868131868131,False,91,95,5715.411277284941,1.2461458610662017
Matosinhos,4665774674,5373731859,4260.755382679923,4423.499128226572,162.74374554664882,3.8195984263308382,5848.430320325978,5669.954433480004,3.0516886937284418,65.75342465753425,False,73,82,3142.945314782356,1.40743751010281
Matosinhos,8874623006,1837851395,1769.1123049685784,1988.019329622603,218.90702465402455,12.373834269267187,2715.082385169773,2517.3828578597045,7.281529591512055,46.51162790697674,False,47,43,1419.2832674736317,1.4007206138358406
Matosinhos,4222617019,1438363982,8250.455750655165,8688.924253505897,438.46850285073197,5.314476146556066,11371.305201490124,10337.265632717732,9.093411446180243,17.28395061728395,False,81,108,6016.134535652419,1.444270270555648
Matosinhos,9883177690,8842541437,1442.8666316768558,1448.070699838401,5.204068161545138,0.36067561944357446,1998.6003043168862,1822.7406715299946,8.79913969826997,65.57377049180327,False,61,68,1067.5686505906394,1.3564192794882524
Matosinhos,8097719273,5266786529,3921.237317363629,4144.173034280272,222.9357169166433,5.685341102142983,6078.291860480952,5431.436190867405,10.642063337221261,51.21951219512195,False,82,83,3074.6211243533085,1.3478646202796531
Matosinhos,1438363108,6481886644,5258.985858173125,5336.533590804292,77.54773263116658,1.474575796978949,7209.286028663832,7034.5877322744,2.4232399116200836,82.97872340425532,False,58,47,3375.4541667009394,1.58098238851812
Matosinhos,5455320202,6816771078,7043.197677915471,7495.056248165392,451.8585702499213,6.415531565538211,9970.595988043911,9615.045170167892,3.5659936306954223,75.18248175182482,False,137,153,5802.412949808375,1.291713691010723
Matosinhos,1725591376,6481886639,8024.924877051774,8159.443347572403,134.5184705206284,1.6762583149569406,10561.632189005153,10419.74925562528,1.3433807468468342,76.71232876712328,False,73,80,6725.173443817447,1.2132688347351845
Matosinhos,3316850115,5481456350,2612.522072732763,2722.103588945548,109.58151621278512,4.194472358970737,3541.1266685284218,3373.3116812839107,4.739028082106127,69.38775510204081,False,49,53,2064.0112442626573,1.3188414532683352
Matosinhos,2255820934,11360586321,1468.721060553043,1495.6063120149593,26.88525146191637,1.8305212735080412,1804.2140124977975,1737.0658957719718,3.7217379014180394,65.51724137931035,False,33,29,1172.2316531533636,1.2758624184833272
Matosinhos,10633058123,1218949935,1764.2320882679162,1801.99549498102,37.763406713103905,2.140501069231723,2250.0304316163238,2162.1381858385666,3.906269201640049,66.66666666666667,False,54,57,1329.5445836782426,1.3553479267282047
Matosinhos,12163202051,11896721646,3422.414873941533,3639.377821495252,216.962947553719,6.339469513345315,4517.221675697427,4313.217974610941,4.51613216557473,77.10843373493977,False,83,90,3002.3327706987975,1.212183358558279
Matosinhos,3976822536,5264590079,2265.6091109188255,2340.709994754557,75.10088383573157,3.3148208785792774,2853.7911021861014,2732.0004236971417,4.267680223533665,59.25925925925926,False,60,54,1496.1825439821628,1.5644548214849796
Matosinhos,549517452,293057154,12709.850066212586,12879.885723984682,170.03565777209587,1.3378258349727714,17029.860927615573,16696.312051856672,1.9586118593488868,80.82191780821918,False,165,146,9598.924069400515,1.341805147208449
Matosinhos,7843926670,5413459129,5391.942893568253,5599.10721024457,207.16431667631696,3.8421088792211004,7506.526691776875,6962.977001301489,7.241027878723526,61.111111111111114,False,144,160,4707.535675457962,1.1893924117101615
Matosinhos,6535772180,4760494153,3305.999917218092,3374.350356951783,68.35043973369102,2.0674664683962254,4315.505458178717,4249.308664343772,1.5339290953621572,81.13207547169812,False,53,55,2403.5716859087192,1.403890042778583
Matosinhos,11412737755,6481807977,5355.5219240695715,5460.438457523411,104.91653345383929,1.959034711113926,7405.5253658914535,7025.4261799564365,5.1326430895191715,83.47107438016529,False,121,126,4588.957272130972,1.1899083242036266
Matosinhos,12129808816,296058746,7008.906487053552,7713.736221411048,704.8297343574959,10.05620114434993,9977.208654103113,9505.593148579475,4.726928361167293,16.304347826086957,False,92,99,5908.914044215798,1.305440587507273
Matosinhos,1919773579,2358824020,3695.0507375607135,4054.4598295411593,359.40909198044574,9.726770144913072,5795.648358234815,5250.905752390959,9.399165928861988,7.142857142857143,False,56,42,2673.248820871784,1.516678805910384
Matosinhos,5760842728,8596960977,5958.597533276768,6009.907833810876,51.31030053410723,0.8611137142180926,8113.541160602156,7899.15995520995,2.6422643473259457,78.57142857142857,False,56,66,4751.812312555428,1.2647611981498632
Matosinhos,9906297576,3224224321,2452.3601919548137,2563.5748327196447,111.21464076483107,4.535004324800273,3383.9635617502186,3322.9757645938844,1.802259275061186,48.275862068965516,False,29,32,1931.3025487022123,1.3273812714855597
Matosinhos,705402208,7010080134,979.2323256019416,999.6247495867722,20.392423984830543,2.0824908912494453,1263.0409498040797,1121.0277821485,11.243750068246683,33.333333333333336,False,21,22,851.7365831197301,1.173631342598153
Matosinhos,9379982668,13190872152,3148.688628655841,3224.474012546353,75.7853838905121,2.406887210148324,4082.353053912022,4036.322861091003,1.1275407151987893,86.56716417910448,False,67,68,2810.0073288014773,1.147496655790451
Matosinhos,8874689162,9934180347,1230.370666602993,1233.9689853622597,3.5983187592667036,0.29245810688916424,1716.3254836759882,1615.8556421474927,5.853775550387525,69.49152542372882,False,73,59,1010.1366852857733,1.2215861510001125
Matosinhos,8842210988,8839046397,776.4561881947216,806.9059632890888,30.449775094367283,3.9216346726740254,1125.0979256054202,1120.6851350928155,0.3922139053123019,90.9090909090909,False,33,36,597.3091939488165,1.3509016292795128
Matosinhos,12762405611,7653558497,4628.691601993316,4670.972743636916,42.28114164359977,0.9134577388001324,6577.69949911634,6465.97944172583,1.698467030996458,71.15384615384616,False,59,52,3724.0230811444467,1.2542813623489835
Matosinhos,9451284273,7184410549,2033.9342125165244,2053.615591304754,19.681378788229722,0.9676507070441849,2575.7033288678513,2527.674545075337,1.8646861715097194,97.5,False,40,47,1175.158315511466,1.74752249479761
Matosinhos,12163453969,257729756,3948.2804172019473,4098.73693884069,150.4565216387423,3.810684797949768,5279.479286204339,4975.234626335876,5.762777792565189,8.955223880597014,False,67,83,3050.760312963955,1.3435132617346057
Matosinhos,13190459266,8860126155,4590.438408814021,4784.378875660065,193.94046684604382,4.224878967413266,6053.902037203176,5563.791608453153,8.095777330689158,28.96551724137931,False,145,147,3903.5204981595384,1.2256574233223165
Matosinhos,64662481,11245840944,9217.210938840013,9312.973066975454,95.76212813544043,1.0389490787491091,11909.244672320432,11788.768111367248,1.011622183169994,85.71428571428571,False,84,88,7356.097582215386,1.2660208708338978
Matosinhos,2358824314,5347867749,2500.928931375636,2500.928931375636,0.0,0.0,3375.1264798005377,3375.1264798005377,0.0,100.0,False,50,50,1987.1144835920159,1.2585731481634723
Matosinhos,5476746101,5456747074,2591.835738374493,2634.824493545366,42.98875517087299,1.6586219000836067,3416.6386892551936,3262.869120449571,4.500609598820168,62.7906976744186,False,43,54,1920.480202993377,1.3719612883478667
Matosinhos,4124447059,1801521531,13578.45602097461,13734.46350901135,156.00748803673923,1.1489339273607753,18622.807460842647,17510.64436378363,5.97204851844982,65.0,False,140,147,10382.90129933976,1.3227963083771888
Matosinhos,5581487086,885948034,1453.0794134914374,1463.7354089519692,10.655995460531813,0.7333388224754864,1886.5060405996396,1873.0064082936915,0.7155891375602047,72.72727272727273,False,22,25,985.137122680725,1.4858189537806648
Matosinhos,5441522071,11896721679,4111.778465099819,4308.99554832818,197.21708322836093,4.796393699279059,5674.126473365604,5056.780750558774,10.880013438273817,23.18840579710145,False,69,92,3178.883503148698,1.3555059642985035
Matosinhos,1806014730,1436937842,6714.396950811994,7025.2366599772295,310.83970916523504,4.629450886540811,9668.061140197773,7857.855221233389,18.723567142515545,24.444444444444443,False,94,90,6137.340134232905,1.1446712266755117
Matosinhos,13381834868,6535780587,7345.602858685959,7360.7046549449715,15.10179625901219,0.20558960985965583,9036.047704752837,8924.962771475784,1.2293531077599673,94.01709401709402,False,120,117,5345.414582139355,1.3770128662310515
Matosinhos,62952208,4587702659,3379.7408206738564,3555.5822918506865,175.84147117683005,5.202809342693047,4419.644713037747,4301.909009295707,2.6639178347238133,44.18604651162791,False,43,55,2397.2574855837875,1.4831874812082693
Matosinhos,8873339965,5266965445,2571.641945017881,2643.868719583621,72.22677456574002,2.808585958308353,3825.24591036515,3529.551459308151,7.730076914944599,26.666666666666668,False,75,79,2085.1900712305564,1.2679269655371825
Matosinhos,8867612958,4442696657,5770.431666605202,6046.291681145247,275.8600145400451,4.780578481442032,8046.63967900372,6591.5066966794975,18.083734830591876,58.67768595041322,False,121,127,4880.353904146089,1.238904349950654
Matosinhos,1436599591,4484287433,4502.8138261716595,5067.184162052461,564.3703358808016,12.533725747232044,6546.480906657596,5659.447493580103,13.549774691550759,14.814814814814815,False,54,75,3232.3077190142044,1.5676676240459744
Matosinhos,11896721608,1438362821,5586.0364193325495,5851.840350775183,265.80393144263326,4.75836373931828,8156.500032140259,7318.722273378782,10.271289835839605,8.433734939759036,False,83,83,3849.987006241297,1.5199636625496757
Matosinhos,1106228227,1169523514,7013.145403698409,7042.478219332333,29.33281563392393,0.4182547765009286,9327.448871545233,8652.500662729302,7.236150185448465,50.0,False,86,86,4242.043789986101,1.6601616032246116
Matosinhos,2255728648,11415699450,920.664388046036,940.1407497027742,19.476361656738163,2.115468123848436,1350.521171979935,1092.605491283179,19.097492586409295,38.23529411764706,False,34,34,775.5379975892039,1.2122433106117891
Matosinhos,672238363,429854630,6361.765033290323,6948.412989398167,586.647956107844,9.221465317219176,9508.45513679957,8728.642209210635,8.201257894890912,45.11278195488722,False,137,133,5777.594043463114,1.2026481848893038
Matosinhos,3175824815,1919773668,7846.476832826455,7968.797331989071,122.3204991626153,1.5589225810350484,10590.229162623327,10517.241403413747,0.6891990540410555,85.48387096774194,False,124,131,5949.315443208506,1.3394477748000273
Matosinhos,697445010,6094372018,416.45403897570105,416.45403897570105,0.0,0.0,589.6120369687685,589.6120369687685,0.0,100.0,False,14,14,288.95044664189504,1.441264562196109
Matosinhos,9934180317,3224260248,5215.681301227279,5799.306837074166,583.625535846887,11.18982357510143,8193.625852352607,6989.010323335634,14.701861553406124,21.05263157894737,False,133,171,4363.978358118897,1.32890366568499
Matosinhos,450324112,1919773734,3181.276193552015,3190.9922415132796,9.716047961264849,0.30541353124126314,3975.7182057180885,3895.757706368764,2.0112215004152207,80.64516129032258,False,35,31,2185.1199379240393,1.4603281889161945
Matosinhos,2269730975,8857016752,5251.220063123569,5305.22832735095,54.008264227381005,1.0284898286143318,6704.909963751727,6518.777330792874,2.776064614814057,64.51612903225806,False,114,93,4147.944500433118,1.2790017626313446
Matosinhos,2082706048,10911423829,7073.577207106279,7399.691590594405,326.1143834881259,4.610317721004074,9852.750378981887,9675.037091083883,1.8036921779435993,62.62626262626262,False,99,101,5527.730181749436,1.3386492009008522
Matosinhos,3787948221,11476008194,14949.357570930213,15815.369239856289,866.0116689260758,5.792969128051894,20858.094114612915,19562.13651250311,6.213211978950044,42.5414364640884,False,181,186,11905.005238293326,1.3284638623244776
Matosinhos,1190294682,492795766,4405.587385007869,4522.929350031261,117.34196502339182,2.663480593364334,6228.168570952237,5920.387356193822,4.941761149399303,56.0,False,84,75,3321.372088270384,1.361765327650053
Matosinhos,1436599881,8873339980,2742.8378311195984,2862.0455782110835,119.20774709148509,4.346146379453491,3417.092740100476,3274.1377056117876,4.1835280854708365,69.23076923076923,False,87,78,2433.512712207024,1.1760964156276836
Matosinhos,6468299302,12682389918,8576.12250846906,9426.05823876839,849.9357302993303,9.910489611826382,12166.908458030834,10714.194000834366,11.939881541868553,5.555555555555555,False,144,192,6647.5120179141195,1.4179828804169854
Matosinhos,64663942,697477236,2762.211763248944,2829.9517202818047,67.73995703286073,2.4523810206783074,3948.579608151559,3613.952378439142,8.474622849735713,51.851851851851855,False,54,67,1969.6863645181195,1.4367524552438822
Matosinhos,1725592646,12681554094,4325.936827185765,4326.050923676795,0.11409649103006814,0.002637497855101447,5334.633229250211,5328.089527689235,0.1226645071885412,97.33333333333333,False,75,78,3643.509733651837,1.1873306893408122
Matosinhos,112628027,9223668100,1475.7699957476568,1499.9929693899724,24.222973642315537,1.6413786506103654,2202.0206335816747,2064.0409320969566,6.266049435707995,57.142857142857146,False,21,24,1048.009243043526,1.4312783778832325
Matosinhos,8494394932,5373919328,3552.269027972551,3767.6543059245505,215.38527795199934,6.063315482468679,5171.807901322405,5057.5311622048175,2.2096091211811557,48.93617021276596,False,47,58,2568.049969639668,1.4671265553501684
Matosinhos,11360039988,1436599705,4794.487774651559,4966.94675526686,172.4589806153008,3.597026183424449,6419.484472704452,6150.630860008302,4.188087280829344,65.51724137931035,False,87,93,3607.897531356683,1.3766873122361465
Matosinhos,1436602732,10036771863,2219.071920475647,2269.1100320084574,50.03811153281049,2.2549116624433276,3376.510489668935,3240.1413618723595,4.038759192776752,70.2127659574468,False,47,49,831.2720494994354,2.729684022667237
Matosinhos,2083179471,1837851085,6494.5255524406475,6646.884380102112,152.3588276614646,2.345957782923928,8986.833664560616,8538.204810199919,4.992068075431898,75.33333333333333,False,154,150,5512.856720854205,1.205705991769761
Matosinhos,11358807919,3762486315,2258.486581915243,2258.486581915243,0.0,0.0,2762.089273409237,2762.089273409237,0.0,100.0,False,55,55,1529.819033250912,1.4763096371705418
Matosinhos,454637858,1838982436,8882.115849886684,9547.328534889559,665.2126850028744,7.489349342492093,13678.213270036467,12509.551245617355,8.543966973955488,44.642857142857146,False,168,169,6885.7346240895595,1.3865373930456866
Matosinhos,280064780,8303116566,5266.640840773049,5379.618001821698,112.97716104864958,2.1451464883272076,6676.671418833369,6364.453010638463,4.676258401966724,80.64516129032258,False,101,93,4344.570335492915,1.2382393623307175
Matosinhos,5321040623,1437887658,8220.662321823513,8809.19667699689,588.5343551733768,7.159208493590425,11230.199187678232,10679.577965361708,4.903040570470604,27.868852459016395,False,122,131,6491.907458372928,1.3569504392172507
Matosinhos,12677520918,3528435846,3074.625147559884,3119.381613761043,44.75646620115867,1.4556722869673646,3958.3691477148736,3885.4725555497344,1.841581455514874,74.73684210526316,False,96,95,2604.579869742882,1.1976525081832032
Matosinhos,11358641734,6481840114,11396.906749462712,12325.698394981675,928.7916455189625,8.149506404996679,15526.225955835585,13884.484071261604,10.57399196201268,4.0,False,200,250,9279.34959583849,1.3282933537183879
Matosinhos,12677672113,1236467555,1373.5506902985494,1402.3953573467331,28.844667048183737,2.1000074661907218,1825.981200266506,1707.2793165495987,6.500717734639465,72.97297297297297,False,45,37,1102.3495402515155,1.272187546816374
Matosinhos,5337770553,6481859336,13920.816945260143,14911.661761100744,990.8448158406009,7.117720315817892,19920.950033899408,17964.895435279683,9.81908290162424,17.36842105263158,False,202,190,11276.33405010673,1.3223855993304496
Matosinhos,13004121298,7820270292,8624.603287782318,9449.316524008025,824.7132362257071,9.562332419324173,11800.207329443569,10528.33058959855,10.778427059255684,10.179640718562874,False,167,173,6978.476364629731,1.354065849087302
Matosinhos,1438792695,2854249372,12207.561531321793,12354.920832069878,147.35930074808493,1.2071149538750625,17110.588815366144,16124.737803949338,5.761642816940721,65.64885496183206,False,131,132,9351.963625435721,1.3211044575137818
Matosinhos,12400120182,8853900907,1344.568713205877,1364.292603901883,19.723890696006038,1.4669306597933582,1841.561574552029,1632.3823686544101,11.358795100212872,20.689655172413794,False,66,58,1072.0989572167525,1.2725435415436712
Matosinhos,1190291467,430137524,9074.559849170018,9727.554639787844,652.9947906178259,7.195883893779712,14295.298417123524,13202.241959735922,7.646265404843118,45.6140350877193,False,171,175,7160.870005396481,1.3584319548402766
Matosinhos,9455004035,1670531100,4721.307027547203,4889.582934263287,168.27590671608414,3.564180548611901,7547.650000784461,6309.782365891855,16.400702665915198,3.0,False,100,105,3885.899165774318,1.2582886806042408
Matosinhos,5332030804,1436937950,7560.308217932804,7863.184319151495,302.8761012186915,4.0061343068035145,9873.75370915857,9220.48977001812,6.6161660335369925,20.80536912751678,False,149,202,6018.309656654089,1.3065436588922668
Matosinhos,279907704,1243520134,2323.1487449788915,2481.407571581085,158.2588266021935,6.812255433245255,3745.882438806666,3536.636712517553,5.5860195750236326,54.166666666666664,False,52,48,1586.160971346328,1.5644109371036123
Matosinhos,4095382177,12568244839,9070.606996317085,9946.70645115852,876.0994548414346,9.658664025430216,14001.879647770404,12722.677497326713,9.135931622204632,17.112299465240643,False,187,193,8085.822770744856,1.230141537005546
Matosinhos,280248010,10723154082,4497.229686690201,4497.229686690201,0.0,0.0,5561.702092473607,5561.702092473607,0.0,100.0,False,59,59,3143.12236728057,1.4308159725200915
Matosinhos,4391180275,4000897117,3950.187336591561,4012.1855870404197,61.998250448858926,1.5695015240050472,5114.292197725944,5000.797509044441,2.219167077156216,93.10344827586206,False,58,61,2936.219124391542,1.3664462416005292
Matosinhos,9448355015,8866312615,1378.4055015856727,1383.9812801604805,5.575778574807828,0.40450930937185275,1868.2786229689957,1831.627328856374,1.9617681036448829,80.70175438596492,False,62,57,1061.183326622392,1.304186793591558
Matosinhos,11896721699,12681478496,1722.161855524151,1727.9588705026397,5.797014978488733,0.3366126685417948,2209.890768744575,2186.4297748215126,1.0616359077507833,98.64864864864865,False,74,75,1177.3250543916838,1.4676990556320615
Matosinhos,698807910,5325638083,2948.1196191776758,2948.1196191776758,0.0,0.0,3714.696521170215,3714.696521170215,0.0,100.0,False,68,68,2582.2038232053897,1.1417067826652276
Matosinhos,5585574417,4591425889,3785.2518742529155,3899.0787900017094,113.82691574879391,3.007116026361115,4674.704216004923,4616.306813818985,1.2492213301111459,59.09090909090909,False,66,66,2775.4397969559163,1.404850789513861
Matosinhos,3862542923,8625565343,3644.046682228491,3916.109536422559,272.06285419406777,7.465954141610767,5215.400283656872,4691.281110560322,10.049452479015738,21.91780821917808,False,73,109,2156.0959324349787,1.8162965188658908
Matosinhos,11240866133,10273494006,6607.2315798897835,6902.4646865511195,295.233106661336,4.4683329635354,9910.61566776421,9170.854926732116,7.4643267969544915,45.925925925925924,False,137,135,5990.596199571792,1.1522166503301472
Matosinhos,8868814824,6482484655,9471.593992634917,9897.322248739169,425.72825610425207,4.49478996286472,12296.317438683569,10957.893573633073,10.884753681129643,35.333333333333336,False,150,161,8419.363394407188,1.17554282730138
Matosinhos,1801521418,1867900091,2131.4155700182146,2131.4155700182146,0.0,0.0,2565.15476737481,2565.15476737481,0.0,100.0,False,24,24,1720.5488620761803,1.238799790577434
Matosinhos,3316852472,12435615730,3245.5169712795137,3289.47574635133,43.95877507181649,1.3544460084732255,4047.3164352986387,3961.144172929681,2.1291209557376534,75.60975609756098,False,43,41,2300.4807662267654,1.429907954304138
Matosinhos,12674191278,6816806287,5858.464633963878,6297.261212131126,438.7965781672474,7.489958642463537,8158.915938947854,7975.082740337792,2.253157159427341,65.625,False,128,132,4778.430993245383,1.3178512405081722
Matosinhos,3859527336,2355264499,5902.483331151939,6080.262300054947,177.77896890300872,3.0119351284692755,8037.040277783088,7476.280982670672,6.977186572805061,37.3134328358209,False,67,68,4700.790134227093,1.2934553822736585
Matosinhos,11240898299,429854693,5076.135945409502,5100.393228847309,24.25728343780702,0.4778690661297909,7262.510306495485,7171.092581779277,1.258762065155972,92.42424242424242,False,66,72,4405.12776260445,1.1578309424178417
Matosinhos,7613506825,12690810854,5378.082989548936,5494.577090684877,116.49410113594058,2.1660896896221202,7506.292062591859,7027.5664101357615,6.377658216123251,22.0,False,108,100,4025.029010576439,1.3651024815590034
Matosinhos,8303467640,1801521859,7243.264233966752,7279.081918302303,35.81768433555135,0.49449644771465007,9716.653644394954,8932.782574822282,8.067294546665734,17.5,False,120,128,5527.247246771144,1.3169452339145005
Matosinhos,1725589996,8878228598,401.0952143457712,401.5551831276772,0.45996878190601365,0.11467820244533994,589.1562929044952,572.2368925114134,2.871801692836114,88.88888888888889,False,19,18,210.5309922210238,1.9073447519123863
Matosinhos,1037307036,11228758525,8240.173472376937,8530.248050098364,290.074577721427,3.520248435228062,11453.494638841075,11186.274678197471,2.3330867047111394,73.0,False,100,104,6172.177233604614,1.3820484615469495
Matosinhos,8317958644,2355264520,9587.691185775768,9963.32951552279,375.638329747022,3.917922703896809,12895.982397573687,10851.337703392825,15.854896751142837,24.210526315789473,False,195,190,7896.951868348562,1.2616677525231461
Matosinhos,5478142753,1437886715,6013.477104104204,6411.47686920288,397.9997650986761,6.618463132204177,8726.39164764995,7790.717367823385,10.72235028642734,9.333333333333334,False,96,75,4653.029295970685,1.3779145716436672
Matosinhos,7187050229,6481886592,5665.347060230783,5834.190754668886,168.84369443810283,2.9802886326830755,8478.465954037883,7310.005283607529,13.781510437909736,31.746031746031747,False,63,64,3282.2929669828563,1.777474105253859
Matosinhos,705402201,779350113,4744.091021325388,5038.155447221663,294.06442589627477,6.198540976014411,6703.531130609848,5723.486812989119,14.619821979279305,28.571428571428573,False,56,59,4438.759538154131,1.1350368056470101
Matosinhos,1209793265,1025604420,2431.267889985213,2538.0555266561028,106.7876366708897,4.39226121937304,3547.6651357661053,3341.1900306076964,5.820028025667124,63.333333333333336,False,60,63,1933.7615423828677,1.3124966398538451
Matosinhos,9223668104,5058077079,2196.489589502064,2232.2504030301775,35.76081352811343,1.628089370376678,2907.7673770895817,2768.202066083862,4.799741275913625,58.97435897435897,False,39,44,1702.9208854779765,1.3108362355915486
Matosinhos,13190872163,12681482005,1679.608444584242,1679.608444584242,0.0,0.0,1980.502463707871,1980.502463707871,0.0,100.0,False,52,52,1356.2869804972268,1.238387206200625
Matosinhos,7114167912,1866964512,2932.214632830673,2981.336573707502,49.12194087682883,1.6752505197550278,3952.137147302356,3901.1468170574367,1.2901963758956134,85.18518518518519,False,54,56,2422.8637301122385,1.230501136590704
Matosinhos,5337621097,1361283706,6056.231011112402,6191.519998986176,135.2889878737742,2.2338809009355223,8902.383780149066,8220.303466213249,7.661771619605424,51.0,False,100,104,4697.03008942166,1.3181776316337226
Matosinhos,715052371,12673369554,4585.151322721949,4705.937589046446,120.78626632449686,2.6342918220808635,6667.822152744099,6260.885212336713,6.1029963170195485,21.818181818181817,False,80,55,3389.7845195177733,1.3882704230757144
Matosinhos,1437366934,8842036397,7399.545346328279,7624.319191090353,224.77384476207408,3.037671022228533,10551.615866179753,9829.80269342154,6.8407832687672325,61.43790849673203,False,153,175,6116.13849410933,1.2465903442889015
Matosinhos,8857078594,3858184504,3030.614997407086,3113.3425267958896,82.72752938880376,2.7297274467256067,4088.6184505777965,3634.9361367242423,11.09622527358699,40.25974025974026,False,91,77,2259.3638760318563,1.3779730479996364
Matosinhos,5321345967,6165683026,5858.399406578938,6207.768961588619,349.3695550096809,5.963566680300793,8286.724623633918,7744.625851973526,6.541773695656723,54.205607476635514,False,107,116,4814.505723835752,1.2893886346120789
Matosinhos,6481840185,10254084159,8258.735875017996,8733.972986972845,475.23711195484975,5.75435658854769,10858.208220787412,9742.48974421909,10.27534611495424,5.1020408163265305,False,98,113,7255.048374937997,1.2038476569148289
Matosinhos,4598316489,10220597135,5695.144087723615,5964.223637530668,269.0795498070538,4.7247189125044,8385.926333889718,7555.929688891332,9.897495064369366,23.076923076923077,False,122,117,4644.889984323491,1.2840398066821668
Matosinhos,10024040948,1272003484,1069.9741466229848,1087.517047355846,17.5429007328612,1.6395630481567702,1232.762819630528,1171.5104261332808,4.96870870226319,90.69767441860465,False,44,43,1012.0429230870848,1.0745760111029072
Matosinhos,9757485411,5254177585,1479.5062405445453,1602.9704243532235,123.46418380867817,8.34495863722995,2111.9605432110725,2008.7965322885993,4.884750865923862,29.6875,False,64,69,1287.7616196797223,1.244772634823436
Matosinhos,62890991,8524297397,3262.987991210473,3350.690421445519,87.702430235046,2.6877950660955685,4542.888213837821,4309.778861436656,5.131302850268346,58.208955223880594,False,77,67,2321.3046221053005,1.443451406393453
